country,feature,wave,tier,coverage,n_rows,detail
Tanzania,household_characteristics,2012-13,sane,declared,5000,all checks pass
Tanzania,household_characteristics,2014-15,sane,declared,4336,all checks pass
Tanzania,household_characteristics,2019-20,sane,declared,1183,all checks pass
Tanzania,household_characteristics,2020-21,sane,declared,4700,all checks pass
Tanzania,household_roster,2008-09,sane,declared,16709,warn: index_levels_match_scheme
Tanzania,household_roster,2010-11,sane,declared,20558,warn: index_levels_match_scheme
Tanzania,household_roster,2012-13,sane,declared,25412,warn: index_levels_match_scheme
Tanzania,household_roster,2014-15,sane,declared,21027,warn: index_levels_match_scheme
Tanzania,household_roster,2019-20,sane,declared,5586,warn: index_levels_match_scheme
Tanzania,household_roster,2020-21,sane,declared,23592,warn: index_levels_match_scheme
Tanzania,housing,2008-09,sane,declared,3265,warn: index_levels_match_scheme
Tanzania,housing,2010-11,sane,declared,3922,warn: index_levels_match_scheme
Tanzania,housing,2012-13,sane,declared,5010,warn: index_levels_match_scheme
Tanzania,housing,2014-15,sane,declared,4341,warn: index_levels_match_scheme
Tanzania,housing,2019-20,sane,declared,1183,warn: index_levels_match_scheme
Tanzania,housing,2020-21,sane,declared,4709,warn: index_levels_match_scheme
Tanzania,individual_education,2008-09,sane,declared,5865,warn: index_levels_match_scheme
Tanzania,individual_education,2010-11,sane,declared,7524,warn: index_levels_match_scheme
Tanzania,individual_education,2012-13,sane,declared,10000,warn: index_levels_match_scheme
Tanzania,individual_education,2014-15,sane,declared,8288,warn: index_levels_match_scheme
Tanzania,individual_education,2019-20,sane,declared,2415,warn: index_levels_match_scheme
Tanzania,individual_education,2020-21,sane,declared,9275,warn: index_levels_match_scheme
Tanzania,interview_date,2008-09,sane,declared,3263,warn: index_levels_match_scheme
Tanzania,interview_date,2010-11,sane,declared,3923,warn: index_levels_match_scheme
Tanzania,interview_date,2012-13,sane,declared,5010,warn: index_levels_match_scheme
Tanzania,interview_date,2014-15,sane,declared,4338,warn: index_levels_match_scheme
Tanzania,interview_date,2019-20,sane,declared,1184,warn: index_levels_match_scheme
Tanzania,interview_date,2020-21,sane,declared,4709,warn: index_levels_match_scheme
Tanzania,life_satisfaction,2008-09,sane,declared,16783,warn: index_levels_match_scheme
Tanzania,life_satisfaction,2010-11,sane,declared,27522,warn: index_levels_match_scheme
Tanzania,life_satisfaction,2012-13,sane,declared,34587,warn: index_levels_match_scheme
Tanzania,life_satisfaction,2014-15,sane,declared,30124,warn: index_levels_match_scheme
Tanzania,life_satisfaction,2019-20,sane,declared,9351,warn: index_levels_match_scheme
Tanzania,life_satisfaction,2020-21,sane,declared,33681,warn: index_levels_match_scheme
Tanzania,livestock,2008-09,absent,absent,,source not declared for wave
Tanzania,livestock,2010-11,absent,absent,,source not declared for wave
Tanzania,livestock,2012-13,absent,absent,,source not declared for wave
Tanzania,livestock,2014-15,absent,absent,,source not declared for wave
Tanzania,livestock,2019-20,sane,declared,1212,all checks pass
Tanzania,livestock,2020-21,sane,declared,5343,all checks pass
Tanzania,panel_ids,,sane,declared,8129,8129 entries
Tanzania,people_last7days,2008-09,absent,absent,,source not declared for wave
Tanzania,people_last7days,2010-11,absent,absent,,source not declared for wave
Tanzania,people_last7days,2012-13,absent,absent,,source not declared for wave
Tanzania,people_last7days,2014-15,absent,absent,,source not declared for wave
Tanzania,people_last7days,2019-20,sane,declared,5587,warn: index_levels_match_scheme
Tanzania,people_last7days,2020-21,sane,declared,23592,warn: index_levels_match_scheme
Tanzania,plot_features,2008-09,absent,absent,,source not declared for wave
Tanzania,plot_features,2010-11,absent,absent,,source not declared for wave
Tanzania,plot_features,2012-13,absent,absent,,source not declared for wave
Tanzania,plot_features,2014-15,absent,absent,,source not declared for wave
Tanzania,plot_features,2019-20,sane,declared,2305,"warn: index_levels_match_scheme,no_constant_columns"
Tanzania,plot_features,2020-21,sane,declared,6560,"warn: index_levels_match_scheme,no_constant_columns"
Tanzania,plot_inputs,2008-09,absent,absent,,source not declared for wave
Tanzania,plot_inputs,2010-11,absent,absent,,source not declared for wave
Tanzania,plot_inputs,2012-13,absent,absent,,source not declared for wave
Tanzania,plot_inputs,2014-15,absent,absent,,source not declared for wave
Tanzania,plot_inputs,2019-20,sane,declared,1774,"warn: index_levels_match_scheme,no_null_index_levels"
Tanzania,plot_inputs,2020-21,sane,declared,7924,"warn: index_levels_match_scheme,no_null_index_levels"
Tanzania,plot_labor,2008-09,absent,absent,,source not declared for wave
Tanzania,plot_labor,2010-11,absent,absent,,source not declared for wave
Tanzania,plot_labor,2012-13,absent,absent,,source not declared for wave
Tanzania,plot_labor,2014-15,absent,absent,,source not declared for wave
Tanzania,plot_labor,2019-20,sane,declared,1031,warn: index_levels_match_scheme
Tanzania,plot_labor,2020-21,sane,declared,7596,warn: index_levels_match_scheme
Tanzania,sample,2008-09,sane,declared,3265,all checks pass
Tanzania,sample,2010-11,sane,declared,3924,all checks pass
Tanzania,sample,2012-13,sane,declared,5010,all checks pass
Tanzania,sample,2014-15,sane,declared,4341,all checks pass
Tanzania,sample,2019-20,sane,declared,1184,all checks pass
Tanzania,sample,2020-21,sane,declared,4709,all checks pass
Tanzania,shocks,2008-09,builds,declared,14165,fail: no_all_null_columns; warn: no_constant_columns
Tanzania,shocks,2010-11,builds,declared,15843,fail: no_all_null_columns; warn: no_constant_columns
Tanzania,shocks,2012-13,sane,declared,16825,all checks pass
Tanzania,shocks,2014-15,builds,declared,7699,fail: no_all_null_columns; warn: no_constant_columns
Tanzania,shocks,2019-20,builds,declared,864,fail: no_all_null_columns; warn: no_constant_columns
Tanzania,shocks,2020-21,builds,declared,5067,fail: no_all_null_columns; warn: no_constant_columns
Tanzania,updated_ids,,sane,declared,5,5 entries
Timor-Leste,cluster_features,2001,sane,declared,300,warn: has_household_index
Timor-Leste,cluster_features,2007-08,sane,declared,300,warn: has_household_index
Timor-Leste,household_characteristics,2001,sane,declared,1800,all checks pass
Timor-Leste,household_characteristics,2007-08,sane,declared,4477,all checks pass
Timor-Leste,household_roster,2001,sane,declared,9113,warn: index_levels_match_scheme
Timor-Leste,household_roster,2007-08,sane,declared,25000,warn: index_levels_match_scheme
Timor-Leste,housing,2001,sane,declared,1800,"warn: index_levels_match_scheme,no_constant_columns"
Timor-Leste,housing,2007-08,sane,declared,4477,warn: index_levels_match_scheme
Timor-Leste,interview_date,2001,sane,declared,1800,warn: index_levels_match_scheme
Timor-Leste,interview_date,2007-08,sane,declared,4477,warn: index_levels_match_scheme
Timor-Leste,life_satisfaction,2001,sane,declared,12429,warn: index_levels_match_scheme
Timor-Leste,life_satisfaction,2007-08,sane,declared,26386,warn: index_levels_match_scheme
Timor-Leste,months_food_inadequate,2001,sane,declared,1798,warn: index_levels_match_scheme
Timor-Leste,months_food_inadequate,2007-08,sane,declared,3995,warn: index_levels_match_scheme
Timor-Leste,plot_features,2001,absent,absent,,source not declared for wave
Timor-Leste,plot_features,2007-08,sane,declared,6308,"warn: index_levels_match_scheme,no_constant_columns"
Timor-Leste,sample,2001,sane,declared,1800,all checks pass
Timor-Leste,sample,2007-08,sane,declared,4477,all checks pass
Togo,assets,2018,sane,declared,31462,all checks pass
Togo,cluster_features,2018,sane,declared,540,warn: has_household_index
Togo,crop_production,2018,sane,declared,11563,"warn: index_levels_match_scheme,no_constant_columns"
Togo,food_acquired,2018,sane,declared,112557,all checks pass
Togo,food_expenditures,2018,sane,declared,74668,all checks pass
Togo,food_prices,2018,sane,declared,75512,all checks pass
Togo,food_quantities,2018,sane,declared,110082,all checks pass
Togo,food_security,2018,sane,declared,6163,warn: index_levels_match_scheme
Togo,household_characteristics,2018,sane,declared,6146,all checks pass
Togo,household_roster,2018,sane,declared,27480,warn: index_levels_match_scheme
Togo,housing,2018,sane,declared,6171,warn: index_levels_match_scheme
Togo,individual_education,2018,sane,declared,27481,warn: index_levels_match_scheme
Togo,interview_date,2018,sane,declared,18493,warn: index_levels_match_scheme
Togo,livestock,2018,sane,declared,6181,all checks pass
Togo,people_last7days,2018,sane,declared,25282,"warn: index_levels_match_scheme,no_constant_columns"
Togo,plot_features,2018,sane,declared,9553,"warn: index_levels_match_scheme,no_constant_columns"
Togo,plot_inputs,2018,sane,declared,13565,warn: index_levels_match_scheme
Togo,plot_labor,2018,sane,declared,15052,warn: index_levels_match_scheme
Togo,sample,2018,sane,declared,6171,all checks pass
Togo,shocks,2018,sane,declared,7230,warn: no_constant_columns
Togo,subjective_well_being,2018,sane,declared,6120,warn: index_levels_match_scheme
Uganda,anthropometry,2005-06,absent,absent,,source not declared for wave
Uganda,anthropometry,2009-10,sane,declared,2095,"warn: index_levels_match_scheme,no_constant_columns"
Uganda,anthropometry,2010-11,sane,declared,1688,"warn: index_levels_match_scheme,no_constant_columns"
Uganda,anthropometry,2011-12,sane,declared,1620,"warn: index_levels_match_scheme,no_constant_columns"
Uganda,anthropometry,2013-14,sane,declared,1750,"warn: index_levels_match_scheme,no_constant_columns"
Uganda,anthropometry,2015-16,sane,declared,1315,"warn: index_levels_match_scheme,no_constant_columns"
Uganda,anthropometry,2018-19,builds,declared,11222,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Uganda,anthropometry,2019-20,builds,declared,9863,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Uganda,assets,2005-06,sane,declared,22994,warn: low_duplicate_rate
Uganda,assets,2009-10,sane,declared,16306,all checks pass
Uganda,assets,2010-11,sane,declared,14394,all checks pass
Uganda,assets,2011-12,sane,declared,14846,all checks pass
Uganda,assets,2013-14,sane,declared,14477,all checks pass
Uganda,assets,2015-16,sane,declared,15073,all checks pass
Uganda,assets,2018-19,sane,declared,9227,all checks pass
Uganda,assets,2019-20,sane,declared,9491,all checks pass
Uganda,cluster_features,2005-06,sane,declared,322,warn: has_household_index
Uganda,cluster_features,2009-10,sane,declared,317,warn: has_household_index
Uganda,cluster_features,2010-11,sane,declared,324,warn: has_household_index
Uganda,cluster_features,2011-12,sane,declared,321,warn: has_household_index
Uganda,cluster_features,2013-14,sane,declared,706,warn: has_household_index
Uganda,cluster_features,2015-16,sane,declared,875,warn: has_household_index
Uganda,cluster_features,2018-19,sane,declared,751,warn: has_household_index
Uganda,cluster_features,2019-20,builds,declared,793,"fail: no_all_null_columns; warn: has_household_index,no_constant_columns"
Uganda,crop_production,2005-06,absent,absent,,source not declared for wave
Uganda,crop_production,2009-10,builds,declared,24997,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Uganda,crop_production,2010-11,builds,declared,20442,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Uganda,crop_production,2011-12,sane,declared,19552,warn: index_levels_match_scheme
Uganda,crop_production,2013-14,sane,declared,17053,warn: index_levels_match_scheme
Uganda,crop_production,2015-16,sane,declared,18874,warn: index_levels_match_scheme
Uganda,crop_production,2018-19,sane,declared,14194,warn: index_levels_match_scheme
Uganda,crop_production,2019-20,sane,declared,15369,warn: index_levels_match_scheme
Uganda,earnings,2005-06,sane,declared,1467,warn: index_levels_match_scheme
Uganda,earnings,2009-10,sane,declared,2889,warn: index_levels_match_scheme
Uganda,earnings,2010-11,sane,declared,2618,warn: index_levels_match_scheme
Uganda,earnings,2011-12,sane,declared,2805,warn: index_levels_match_scheme
Uganda,earnings,2013-14,sane,declared,3119,warn: index_levels_match_scheme
Uganda,earnings,2015-16,sane,declared,3305,warn: index_levels_match_scheme
Uganda,earnings,2018-19,sane,declared,3180,warn: index_levels_match_scheme
Uganda,earnings,2019-20,sane,declared,3064,warn: index_levels_match_scheme
Uganda,enterprise_income,2005-06,sane,declared,1351,warn: index_levels_match_scheme
Uganda,enterprise_income,2009-10,sane,declared,2917,warn: index_levels_match_scheme
Uganda,enterprise_income,2010-11,sane,declared,1619,warn: index_levels_match_scheme
Uganda,enterprise_income,2011-12,sane,declared,1577,warn: index_levels_match_scheme
Uganda,enterprise_income,2013-14,sane,declared,3119,warn: index_levels_match_scheme
Uganda,enterprise_income,2015-16,sane,declared,1659,warn: index_levels_match_scheme
Uganda,enterprise_income,2018-19,sane,declared,543,warn: index_levels_match_scheme
Uganda,enterprise_income,2019-20,sane,declared,1150,warn: index_levels_match_scheme
Uganda,fct,,sane,declared,15,"warn: has_time_index,has_household_index,no_constant_columns"
Uganda,fct,2005-06,absent,absent,,source not declared for wave
Uganda,fct,2009-10,absent,absent,,source not declared for wave
Uganda,fct,2010-11,absent,absent,,source not declared for wave
Uganda,fct,2011-12,absent,absent,,source not declared for wave
Uganda,fct,2013-14,absent,absent,,source not declared for wave
Uganda,fct,2015-16,absent,absent,,source not declared for wave
Uganda,fct,2018-19,absent,absent,,source not declared for wave
Uganda,fct,2019-20,absent,absent,,source not declared for wave
Uganda,food_acquired,2005-06,sane,declared,40749,warn: index_levels_match_scheme
Uganda,food_acquired,2009-10,sane,declared,38107,warn: index_levels_match_scheme
Uganda,food_acquired,2010-11,sane,declared,35489,warn: index_levels_match_scheme
Uganda,food_acquired,2011-12,sane,declared,38983,warn: index_levels_match_scheme
Uganda,food_acquired,2013-14,sane,declared,50703,warn: index_levels_match_scheme
Uganda,food_acquired,2015-16,sane,declared,50108,warn: index_levels_match_scheme
Uganda,food_acquired,2018-19,sane,declared,53288,warn: index_levels_match_scheme
Uganda,food_acquired,2019-20,sane,declared,48144,warn: index_levels_match_scheme
Uganda,food_expenditures,2005-06,sane,declared,40747,all checks pass
Uganda,food_expenditures,2009-10,sane,declared,38107,all checks pass
Uganda,food_expenditures,2010-11,sane,declared,35489,all checks pass
Uganda,food_expenditures,2011-12,sane,declared,38980,all checks pass
Uganda,food_expenditures,2013-14,sane,declared,50657,all checks pass
Uganda,food_expenditures,2015-16,sane,declared,50072,all checks pass
Uganda,food_expenditures,2018-19,sane,declared,53288,all checks pass
Uganda,food_expenditures,2019-20,sane,declared,48139,all checks pass
Uganda,food_prices,2005-06,sane,declared,39494,all checks pass
Uganda,food_prices,2009-10,sane,declared,37485,all checks pass
Uganda,food_prices,2010-11,sane,declared,34681,all checks pass
Uganda,food_prices,2011-12,sane,declared,38201,all checks pass
Uganda,food_prices,2013-14,sane,declared,49906,all checks pass
Uganda,food_prices,2015-16,sane,declared,49387,all checks pass
Uganda,food_prices,2018-19,sane,declared,52499,all checks pass
Uganda,food_prices,2019-20,sane,declared,47428,all checks pass
Uganda,food_quantities,2005-06,sane,declared,39494,all checks pass
Uganda,food_quantities,2009-10,sane,declared,37485,all checks pass
Uganda,food_quantities,2010-11,sane,declared,34681,all checks pass
Uganda,food_quantities,2011-12,sane,declared,38204,all checks pass
Uganda,food_quantities,2013-14,sane,declared,49888,all checks pass
Uganda,food_quantities,2015-16,sane,declared,49373,all checks pass
Uganda,food_quantities,2018-19,sane,declared,52499,all checks pass
Uganda,food_quantities,2019-20,sane,declared,47433,all checks pass
Uganda,household_characteristics,2005-06,sane,declared,3122,all checks pass
Uganda,household_characteristics,2009-10,sane,declared,2975,all checks pass
Uganda,household_characteristics,2010-11,sane,declared,2685,all checks pass
Uganda,household_characteristics,2011-12,sane,declared,2843,all checks pass
Uganda,household_characteristics,2013-14,sane,declared,3117,all checks pass
Uganda,household_characteristics,2015-16,sane,declared,3305,all checks pass
Uganda,household_characteristics,2018-19,sane,declared,3241,all checks pass
Uganda,household_characteristics,2019-20,sane,declared,3076,all checks pass
Uganda,household_roster,2005-06,sane,declared,16759,warn: index_levels_match_scheme
Uganda,household_roster,2009-10,sane,declared,18734,warn: index_levels_match_scheme
Uganda,household_roster,2010-11,sane,declared,19180,warn: index_levels_match_scheme
Uganda,household_roster,2011-12,sane,declared,21487,warn: index_levels_match_scheme
Uganda,household_roster,2013-14,sane,declared,17396,warn: index_levels_match_scheme
Uganda,household_roster,2015-16,sane,declared,16739,warn: index_levels_match_scheme
Uganda,household_roster,2018-19,sane,declared,18355,warn: index_levels_match_scheme
Uganda,household_roster,2019-20,sane,declared,16054,warn: index_levels_match_scheme
Uganda,housing,2005-06,sane,declared,3122,warn: index_levels_match_scheme
Uganda,housing,2009-10,sane,declared,2939,warn: index_levels_match_scheme
Uganda,housing,2010-11,sane,declared,2638,warn: index_levels_match_scheme
Uganda,housing,2011-12,sane,declared,2834,warn: index_levels_match_scheme
Uganda,housing,2013-14,sane,declared,3119,warn: index_levels_match_scheme
Uganda,housing,2015-16,builds,declared,3312,fail: no_null_index_levels; warn: index_levels_match_scheme
Uganda,housing,2018-19,sane,declared,3180,warn: index_levels_match_scheme
Uganda,housing,2019-20,sane,declared,3066,warn: index_levels_match_scheme
Uganda,income,2005-06,absent,absent,,source not declared for wave
Uganda,income,2009-10,absent,absent,,source not declared for wave
Uganda,income,2010-11,absent,absent,,source not declared for wave
Uganda,income,2011-12,absent,absent,,source not declared for wave
Uganda,income,2013-14,absent,absent,,source not declared for wave
Uganda,income,2015-16,absent,absent,,source not declared for wave
Uganda,income,2018-19,absent,absent,,source not declared for wave
Uganda,income,2019-20,absent,absent,,source not declared for wave
Uganda,individual_education,2005-06,sane,declared,5454,warn: index_levels_match_scheme
Uganda,individual_education,2009-10,sane,declared,5234,warn: index_levels_match_scheme
Uganda,individual_education,2010-11,sane,declared,5054,warn: index_levels_match_scheme
Uganda,individual_education,2011-12,sane,declared,5364,warn: index_levels_match_scheme
Uganda,individual_education,2013-14,sane,declared,6213,warn: index_levels_match_scheme
Uganda,individual_education,2015-16,sane,declared,6348,warn: index_levels_match_scheme
Uganda,individual_education,2018-19,sane,declared,6477,warn: index_levels_match_scheme
Uganda,individual_education,2019-20,sane,declared,6382,warn: index_levels_match_scheme
Uganda,interview_date,2005-06,sane,declared,3119,all checks pass
Uganda,interview_date,2009-10,sane,declared,2975,all checks pass
Uganda,interview_date,2010-11,sane,declared,2646,all checks pass
Uganda,interview_date,2011-12,sane,declared,2850,all checks pass
Uganda,interview_date,2013-14,sane,declared,3119,all checks pass
Uganda,interview_date,2015-16,sane,declared,3301,all checks pass
Uganda,interview_date,2018-19,sane,declared,3176,all checks pass
Uganda,interview_date,2019-20,sane,declared,3078,all checks pass
Uganda,livestock,2005-06,absent,absent,,source not declared for wave
Uganda,livestock,2009-10,sane,declared,4506,all checks pass
Uganda,livestock,2010-11,sane,declared,3710,all checks pass
Uganda,livestock,2011-12,sane,declared,3805,all checks pass
Uganda,livestock,2013-14,sane,declared,3597,all checks pass
Uganda,livestock,2015-16,sane,declared,3709,all checks pass
Uganda,livestock,2018-19,sane,declared,3760,all checks pass
Uganda,livestock,2019-20,sane,declared,3986,all checks pass
Uganda,months_food_inadequate,2005-06,absent,absent,,source not declared for wave
Uganda,months_food_inadequate,2009-10,sane,declared,2920,warn: index_levels_match_scheme
Uganda,months_food_inadequate,2010-11,builds,declared,2631,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Uganda,months_food_inadequate,2011-12,sane,declared,2831,warn: index_levels_match_scheme
Uganda,months_food_inadequate,2013-14,sane,declared,3113,warn: index_levels_match_scheme
Uganda,months_food_inadequate,2015-16,sane,declared,3301,warn: index_levels_match_scheme
Uganda,months_food_inadequate,2018-19,absent,absent,,source not declared for wave
Uganda,months_food_inadequate,2019-20,absent,absent,,source not declared for wave
Uganda,nonfood_expenditures,2005-06,builds,declared,3122,fail: no_all_null_columns; warn: no_constant_columns
Uganda,nonfood_expenditures,2009-10,builds,declared,2752,"fail: no_null_index_levels,no_all_null_columns; warn: no_constant_columns,no_float_stringified_index,ids_format_id_canonical"
Uganda,nonfood_expenditures,2010-11,builds,declared,2639,"fail: no_null_index_levels,no_all_null_columns; warn: no_constant_columns,no_float_stringified_index,ids_format_id_canonical"
Uganda,nonfood_expenditures,2011-12,builds,declared,2824,fail: no_all_null_columns; warn: no_constant_columns
Uganda,nonfood_expenditures,2013-14,builds,declared,3115,fail: no_all_null_columns; warn: no_constant_columns
Uganda,nonfood_expenditures,2015-16,builds,declared,3298,fail: no_all_null_columns; warn: no_constant_columns
Uganda,nonfood_expenditures,2018-19,builds,declared,3176,fail: no_all_null_columns; warn: no_constant_columns
Uganda,nonfood_expenditures,2019-20,builds,declared,3066,fail: no_all_null_columns; warn: no_constant_columns
Uganda,nutrition,2005-06,absent,absent,,source not declared for wave
Uganda,nutrition,2009-10,absent,absent,,source not declared for wave
Uganda,nutrition,2010-11,absent,absent,,source not declared for wave
Uganda,nutrition,2011-12,absent,absent,,source not declared for wave
Uganda,nutrition,2013-14,absent,absent,,source not declared for wave
Uganda,nutrition,2015-16,absent,absent,,source not declared for wave
Uganda,nutrition,2018-19,absent,absent,,source not declared for wave
Uganda,nutrition,2019-20,absent,absent,,source not declared for wave
Uganda,panel_ids,,sane,declared,9510,9510 entries
Uganda,people_last7days,2005-06,sane,declared,3105,warn: index_levels_match_scheme
Uganda,people_last7days,2009-10,sane,declared,2912,warn: index_levels_match_scheme
Uganda,people_last7days,2010-11,absent,absent,,source not declared for wave
Uganda,people_last7days,2011-12,absent,absent,,source not declared for wave
Uganda,people_last7days,2013-14,sane,declared,3118,warn: index_levels_match_scheme
Uganda,people_last7days,2015-16,absent,absent,,source not declared for wave
Uganda,people_last7days,2018-19,sane,declared,3181,warn: index_levels_match_scheme
Uganda,people_last7days,2019-20,sane,declared,3066,warn: index_levels_match_scheme
Uganda,plot_features,2005-06,builds,declared,5463,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Uganda,plot_features,2009-10,sane,declared,5825,"warn: index_levels_match_scheme,no_constant_columns"
Uganda,plot_features,2010-11,sane,declared,4520,"warn: index_levels_match_scheme,no_constant_columns"
Uganda,plot_features,2011-12,builds,declared,4840,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Uganda,plot_features,2013-14,sane,declared,5436,"warn: index_levels_match_scheme,no_constant_columns"
Uganda,plot_features,2015-16,sane,declared,5581,"warn: index_levels_match_scheme,no_constant_columns"
Uganda,plot_features,2018-19,sane,declared,5811,"warn: index_levels_match_scheme,no_constant_columns"
Uganda,plot_features,2019-20,builds,declared,5365,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Uganda,plot_inputs,2005-06,absent,absent,,source not declared for wave
Uganda,plot_inputs,2009-10,sane,declared,13763,warn: index_levels_match_scheme
Uganda,plot_inputs,2010-11,sane,declared,13375,warn: index_levels_match_scheme
Uganda,plot_inputs,2011-12,sane,declared,12196,warn: index_levels_match_scheme
Uganda,plot_inputs,2013-14,sane,declared,11721,warn: index_levels_match_scheme
Uganda,plot_inputs,2015-16,sane,declared,11889,warn: index_levels_match_scheme
Uganda,plot_inputs,2018-19,sane,declared,10195,warn: index_levels_match_scheme
Uganda,plot_inputs,2019-20,sane,declared,9880,warn: index_levels_match_scheme
Uganda,plot_labor,2005-06,absent,absent,,source not declared for wave
Uganda,plot_labor,2009-10,sane,declared,37107,warn: index_levels_match_scheme
Uganda,plot_labor,2010-11,sane,declared,29956,warn: index_levels_match_scheme
Uganda,plot_labor,2011-12,sane,declared,28255,warn: index_levels_match_scheme
Uganda,plot_labor,2013-14,sane,declared,27794,warn: index_levels_match_scheme
Uganda,plot_labor,2015-16,sane,declared,28431,warn: index_levels_match_scheme
Uganda,plot_labor,2018-19,sane,declared,6072,warn: index_levels_match_scheme
Uganda,plot_labor,2019-20,sane,declared,12262,warn: index_levels_match_scheme
Uganda,sample,2005-06,sane,declared,3123,all checks pass
Uganda,sample,2009-10,sane,declared,2975,all checks pass
Uganda,sample,2010-11,sane,declared,2716,all checks pass
Uganda,sample,2011-12,sane,declared,2850,all checks pass
Uganda,sample,2013-14,sane,declared,3119,all checks pass
Uganda,sample,2015-16,sane,declared,3305,all checks pass
Uganda,sample,2018-19,sane,declared,3176,all checks pass
Uganda,sample,2019-20,sane,declared,3098,all checks pass
Uganda,shocks,2005-06,builds,declared,3644,fail: no_all_null_columns; warn: no_constant_columns
Uganda,shocks,2009-10,sane,declared,2667,all checks pass
Uganda,shocks,2010-11,sane,declared,1541,all checks pass
Uganda,shocks,2011-12,sane,declared,1288,all checks pass
Uganda,shocks,2013-14,sane,declared,1572,all checks pass
Uganda,shocks,2015-16,sane,declared,1021,all checks pass
Uganda,shocks,2018-19,sane,declared,1472,all checks pass
Uganda,shocks,2019-20,sane,declared,1252,all checks pass
Uganda,updated_ids,,sane,declared,4,4 entries
